,funcao,qtd_terceirizados,data
105,Supervisor/Lider de Equipe,1,2020-04-01
106,Supervisora,1,2020-04-01
107,Suporte Técnico Externo,1,2020-04-01
108,Suporte Técnico Interno,4,2020-04-01
109,TECNICO DE AUDIO,2,2020-04-01
110,TECNICO DE VIDEO,2,2020-04-01
111,Telefonista,8,2020-04-01
112,Triagem de chamados,1,2020-04-01
113,Técnico 1º Nivel,20,2020-04-01
114,Técnico 1º Nível - SAA,12,2020-04-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-04-01
116,Técnico Manutenção de Hardware,2,2020-04-01
117,Técnico de Elevador Residente,1,2020-04-01
118,Técnico de Suporte,3,2020-04-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-04-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-04-01
121,Técnico em Eletrotécnica,2,2020-04-01
122,Técnico em Eletrônica I,5,2020-04-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-04-01
124,Técnico em Manutenção de Edificações,1,2020-04-01
125,Técnico em Máquinas,1,2020-04-01
126,Técnico em Refrigeração,1,2020-04-01
127,Técnico em Secretariado,170,2020-04-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-04-01
129,Técnico em Telefonia,6,2020-04-01
130,Vigilante,142,2020-04-01
131,Virtualização,1,2020-04-01
132,Windows,2,2020-04-01
133,pedreiro,3,2020-04-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-04-01
0,Agente de Segurança Pessoal Privada,138,2020-05-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-05-01
2,Almoxarife,1,2020-05-01
3,Almoxarife Técnico,2,2020-05-01
4,Analista Jr.,3,2020-05-01
5,Analista Programador Java de nível Pleno,30,2020-05-01
6,Analista Suporte Técnico Informática,13,2020-05-01
7,Analista de Rede,1,2020-05-01
8,Armazenamento,1,2020-05-01
9,Ascensorista,33,2020-05-01
10,Assistente de Fotografia,2,2020-05-01
11,Assistente de Supervisão,1,2020-05-01
12,Auditoria Médica Externa,3,2020-05-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-05-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-05-01
15,Auxiliar Administrativo,5,2020-05-01
16,Auxiliar Técnico,2,2020-05-01
17,Auxiliar de Biblioteca,11,2020-05-01
18,Auxiliar de Educação Infantil,22,2020-05-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-05-01
20,Auxiliar de Manutenção Predial,12,2020-05-01
21,Auxiliar de Marcenaria,3,2020-05-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-05-01
23,Auxiliar de Operador de Camera UPE,6,2020-05-01
24,Auxiliar de Serviços Gerais,15,2020-05-01
25,Auxiliar em Telefonia,2,2020-05-01
26,Backup,1,2020-05-01
27,Banco de Dados,2,2020-05-01
28,Bombeiro Civil Líder,1,2020-05-01
29,Bombeiro Civil Noturno 12X36,8,2020-05-01
30,Bombeiro Hidráulico,8,2020-05-01
31,Bomberiro Civil Diurno 12X36,20,2020-05-01
32,Chefe de Reportagem de Rádio e TV,1,2020-05-01
33,Copeira,64,2020-05-01
34,Copeiro,2,2020-05-01
35,Cozinheira,4,2020-05-01
36,Desenhista / Videografista,2,2020-05-01
37,Desenhista em CAD,1,2020-05-01
38,Designer Gráfico Júnior,3,2020-05-01
39,Designer Gráfico Pleno,4,2020-05-01
40,Designer Gráfico Sênior,2,2020-05-01
41,Digitalizador,125,2020-05-01
42,Diretor de Imagem de TV - DTV,1,2020-05-01
43,Documentadora,1,2020-05-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-05-01
45,Editor de Texto TV,4,2020-05-01
46,Editor de Texto de Radio,2,2020-05-01
47,Eletricista,2,2020-05-01
48,Encarregado de Elétrica,2,2020-05-01
49,Encarregado de Hidráulica,1,2020-05-01
50,Encarregado de Mecânica de Refrigeração,1,2020-05-01
51,Enfermeira/Supervisora,1,2020-05-01
52,Engenheiro Eletricista,1,2020-05-01
53,Faturista,8,2020-05-01
54,Garçom,37,2020-05-01
55,Garçonete,4,2020-05-01
56,Gerente do projeto,1,2020-05-01
57,Gesseiro,2,2020-05-01
58,Iluminador,1,2020-05-01
59,Jardineiro,10,2020-05-01
60,Jauzeiro,3,2020-05-01
61,Lavador,6,2020-05-01
62,Linux / Unix,1,2020-05-01
63,Lustrador,2,2020-05-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-05-01
65,Marceneiro,6,2020-05-01
66,Mecânico de Refrigeração,5,2020-05-01
67,Meio Oficial Eletricista,3,2020-05-01
68,Mensageiro,40,2020-05-01
69,Mensageiro com terno,75,2020-05-01
70,Monitoração,19,2020-05-01
71,Motorista,21,2020-05-01
72,Oficial Eletricista,15,2020-05-01
73,Op. de Camera UPE,4,2020-05-01
74,Operador da Central de Detecção,2,2020-05-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-05-01
76,Operador de Micro,1,2020-05-01
77,Operador de Máquina de Caracteres,1,2020-05-01
78,Operador de VT,1,2020-05-01
79,Operador de Video,1,2020-05-01
80,Operador de Áudio,1,2020-05-01
81,Pedagoga,1,2020-05-01
82,Pintor,2,2020-05-01
83,Preparador de Documentos,17,2020-05-01
84,Preposto,2,2020-05-01
85,Processo / Qualidade,1,2020-05-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-05-01
87,Recepcionista,103,2020-05-01
88,Reporter de Radio e TV,3,2020-05-01
89,Reporter de Radio e TV / Apresentador,2,2020-05-01
90,Revisor de texto,7,2020-05-01
91,Servente,147,2020-05-01
92,Sonoplasta,2,2020-05-01
93,Supervisor,26,2020-05-01
94,Supervisor Geral de Serventes,1,2020-05-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-05-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-05-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-05-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-05-01
99,Supervisor de 1º Nivel,2,2020-05-01
100,Supervisor de 2º Nivel,2,2020-05-01
101,Supervisor de Documentação,1,2020-05-01
102,Supervisor de Jardinagem,1,2020-05-01
103,Supervisor de Marcenaria,2,2020-05-01
104,Supervisor de Vigilância,4,2020-05-01
105,Supervisor/Lider de Equipe,1,2020-05-01
106,Supervisora,1,2020-05-01
107,Suporte Técnico Externo,1,2020-05-01
108,Suporte Técnico Interno,4,2020-05-01
109,TECNICO DE AUDIO,2,2020-05-01
110,TECNICO DE VIDEO,2,2020-05-01
111,Telefonista,8,2020-05-01
112,Triagem de chamados,1,2020-05-01
113,Técnico 1º Nivel,20,2020-05-01
114,Técnico 1º Nível - SAA,12,2020-05-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-05-01
116,Técnico Manutenção de Hardware,2,2020-05-01
117,Técnico de Elevador Residente,1,2020-05-01
118,Técnico de Suporte,3,2020-05-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-05-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-05-01
121,Técnico em Eletrotécnica,2,2020-05-01
122,Técnico em Eletrônica I,5,2020-05-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-05-01
124,Técnico em Manutenção de Edificações,1,2020-05-01
125,Técnico em Máquinas,1,2020-05-01
126,Técnico em Refrigeração,1,2020-05-01
127,Técnico em Secretariado,170,2020-05-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-05-01
129,Técnico em Telefonia,6,2020-05-01
130,Vigilante,142,2020-05-01
131,Virtualização,1,2020-05-01
132,Windows,2,2020-05-01
133,pedreiro,3,2020-05-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-05-01
0,Agente de Segurança Pessoal Privada,138,2020-06-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-06-01
2,Almoxarife,1,2020-06-01
3,Almoxarife Técnico,2,2020-06-01
4,Analista Jr.,3,2020-06-01
5,Analista Programador Java de nível Pleno,30,2020-06-01
6,Analista Suporte Técnico Informática,13,2020-06-01
7,Analista de Rede,1,2020-06-01
8,Armazenamento,1,2020-06-01
9,Ascensorista,33,2020-06-01
10,Assistente de Fotografia,2,2020-06-01
11,Assistente de Supervisão,1,2020-06-01
12,Auditoria Médica Externa,3,2020-06-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-06-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-06-01
15,Auxiliar Administrativo,5,2020-06-01
16,Auxiliar Técnico,2,2020-06-01
17,Auxiliar de Biblioteca,11,2020-06-01
18,Auxiliar de Educação Infantil,22,2020-06-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-06-01
20,Auxiliar de Manutenção Predial,12,2020-06-01
21,Auxiliar de Marcenaria,3,2020-06-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-06-01
23,Auxiliar de Operador de Camera UPE,6,2020-06-01
24,Auxiliar de Serviços Gerais,15,2020-06-01
25,Auxiliar em Telefonia,2,2020-06-01
26,Backup,1,2020-06-01
27,Banco de Dados,2,2020-06-01
28,Bombeiro Civil Líder,1,2020-06-01
29,Bombeiro Civil Noturno 12X36,8,2020-06-01
30,Bombeiro Hidráulico,8,2020-06-01
31,Bomberiro Civil Diurno 12X36,20,2020-06-01
32,Chefe de Reportagem de Rádio e TV,1,2020-06-01
33,Copeira,64,2020-06-01
34,Copeiro,2,2020-06-01
35,Cozinheira,4,2020-06-01
36,Desenhista / Videografista,2,2020-06-01
37,Desenhista em CAD,1,2020-06-01
38,Designer Gráfico Júnior,3,2020-06-01
39,Designer Gráfico Pleno,4,2020-06-01
40,Designer Gráfico Sênior,2,2020-06-01
41,Digitalizador,125,2020-06-01
42,Diretor de Imagem de TV - DTV,1,2020-06-01
43,Documentadora,1,2020-06-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-06-01
45,Editor de Texto TV,4,2020-06-01
46,Editor de Texto de Radio,2,2020-06-01
47,Eletricista,2,2020-06-01
48,Encarregado de Elétrica,2,2020-06-01
49,Encarregado de Hidráulica,1,2020-06-01
50,Encarregado de Mecânica de Refrigeração,1,2020-06-01
51,Enfermeira/Supervisora,1,2020-06-01
52,Engenheiro Eletricista,1,2020-06-01
53,Faturista,8,2020-06-01
54,Garçom,37,2020-06-01
55,Garçonete,4,2020-06-01
56,Gerente do projeto,1,2020-06-01
57,Gesseiro,2,2020-06-01
58,Iluminador,1,2020-06-01
59,Jardineiro,10,2020-06-01
60,Jauzeiro,3,2020-06-01
61,Lavador,6,2020-06-01
62,Linux / Unix,1,2020-06-01
63,Lustrador,2,2020-06-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-06-01
65,Marceneiro,6,2020-06-01
66,Mecânico de Refrigeração,5,2020-06-01
67,Meio Oficial Eletricista,3,2020-06-01
68,Mensageiro,40,2020-06-01
69,Mensageiro com terno,74,2020-06-01
70,Monitoração,19,2020-06-01
71,Motorista,21,2020-06-01
72,Oficial Eletricista,15,2020-06-01
73,Op. de Camera UPE,4,2020-06-01
74,Operador da Central de Detecção,2,2020-06-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-06-01
76,Operador de Micro,1,2020-06-01
77,Operador de Máquina de Caracteres,1,2020-06-01
78,Operador de VT,1,2020-06-01
79,Operador de Video,1,2020-06-01
80,Operador de Áudio,1,2020-06-01
81,Pedagoga,1,2020-06-01
82,Pintor,2,2020-06-01
83,Preparador de Documentos,17,2020-06-01
84,Preposto,2,2020-06-01
85,Processo / Qualidade,1,2020-06-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-06-01
87,Recepcionista,103,2020-06-01
88,Reporter de Radio e TV,3,2020-06-01
89,Reporter de Radio e TV / Apresentador,2,2020-06-01
90,Revisor de texto,7,2020-06-01
91,Servente,147,2020-06-01
92,Sonoplasta,2,2020-06-01
93,Supervisor,26,2020-06-01
94,Supervisor Geral de Serventes,1,2020-06-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-06-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-06-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-06-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-06-01
99,Supervisor de 1º Nivel,2,2020-06-01
100,Supervisor de 2º Nivel,2,2020-06-01
101,Supervisor de Documentação,1,2020-06-01
102,Supervisor de Jardinagem,1,2020-06-01
103,Supervisor de Marcenaria,2,2020-06-01
104,Supervisor de Vigilância,4,2020-06-01
105,Supervisor/Lider de Equipe,1,2020-06-01
106,Supervisora,1,2020-06-01
107,Suporte Técnico Externo,1,2020-06-01
108,Suporte Técnico Interno,4,2020-06-01
109,TECNICO DE AUDIO,2,2020-06-01
110,TECNICO DE VIDEO,2,2020-06-01
111,Telefonista,8,2020-06-01
112,Triagem de chamados,1,2020-06-01
113,Técnico 1º Nivel,20,2020-06-01
114,Técnico 1º Nível - SAA,12,2020-06-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-06-01
116,Técnico Manutenção de Hardware,2,2020-06-01
117,Técnico de Elevador Residente,1,2020-06-01
118,Técnico de Suporte,3,2020-06-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-06-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-06-01
121,Técnico em Eletrotécnica,2,2020-06-01
122,Técnico em Eletrônica I,5,2020-06-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-06-01
124,Técnico em Manutenção de Edificações,1,2020-06-01
125,Técnico em Máquinas,1,2020-06-01
126,Técnico em Refrigeração,1,2020-06-01
127,Técnico em Secretariado,171,2020-06-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-06-01
129,Técnico em Telefonia,6,2020-06-01
130,Vigilante,142,2020-06-01
131,Virtualização,1,2020-06-01
132,Windows,2,2020-06-01
133,pedreiro,3,2020-06-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-06-01
0,Agente de Segurança Pessoal Privada,138,2020-07-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-07-01
2,Almoxarife,1,2020-07-01
3,Almoxarife Técnico,2,2020-07-01
4,Analista Jr.,3,2020-07-01
5,Analista Programador Java de nível Pleno,30,2020-07-01
6,Analista Suporte Técnico Informática,13,2020-07-01
7,Analista de Rede,1,2020-07-01
8,Armazenamento,1,2020-07-01
9,Ascensorista,33,2020-07-01
10,Assistente de Fotografia,2,2020-07-01
11,Assistente de Supervisão,1,2020-07-01
12,Auditoria Médica Externa,3,2020-07-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-07-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-07-01
15,Auxiliar Administrativo,5,2020-07-01
16,Auxiliar Técnico,2,2020-07-01
17,Auxiliar de Biblioteca,11,2020-07-01
18,Auxiliar de Educação Infantil,22,2020-07-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-07-01
20,Auxiliar de Manutenção Predial,12,2020-07-01
21,Auxiliar de Marcenaria,3,2020-07-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-07-01
23,Auxiliar de Operador de Camera UPE,6,2020-07-01
24,Auxiliar de Serviços Gerais,15,2020-07-01
25,Auxiliar em Telefonia,2,2020-07-01
26,Backup,1,2020-07-01
27,Banco de Dados,2,2020-07-01
28,Bombeiro Civil Líder,1,2020-07-01
29,Bombeiro Civil Noturno 12X36,8,2020-07-01
30,Bombeiro Hidráulico,8,2020-07-01
31,Bomberiro Civil Diurno 12X36,20,2020-07-01
32,Chefe de Reportagem de Rádio e TV,1,2020-07-01
33,Copeira,64,2020-07-01
34,Copeiro,2,2020-07-01
35,Cozinheira,4,2020-07-01
36,Desenhista / Videografista,2,2020-07-01
37,Desenhista em CAD,1,2020-07-01
38,Designer Gráfico Júnior,3,2020-07-01
39,Designer Gráfico Pleno,4,2020-07-01
40,Designer Gráfico Sênior,2,2020-07-01
41,Digitalizador,125,2020-07-01
42,Diretor de Imagem de TV - DTV,1,2020-07-01
43,Documentadora,1,2020-07-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-07-01
45,Editor de Texto TV,4,2020-07-01
46,Editor de Texto de Radio,2,2020-07-01
47,Eletricista,2,2020-07-01
48,Encarregado de Elétrica,2,2020-07-01
49,Encarregado de Hidráulica,1,2020-07-01
50,Encarregado de Mecânica de Refrigeração,1,2020-07-01
51,Enfermeira/Supervisora,1,2020-07-01
52,Engenheiro Eletricista,1,2020-07-01
53,Faturista,8,2020-07-01
54,Garçom,37,2020-07-01
55,Garçonete,4,2020-07-01
56,Gerente do projeto,1,2020-07-01
57,Gesseiro,2,2020-07-01
58,Iluminador,1,2020-07-01
59,Jardineiro,10,2020-07-01
60,Jauzeiro,3,2020-07-01
61,Lavador,6,2020-07-01
62,Linux / Unix,1,2020-07-01
63,Lustrador,2,2020-07-01
64,Maquiador / Cabelereiro / Figurinista,1,2020-07-01
65,Marceneiro,6,2020-07-01
66,Mecânico de Refrigeração,5,2020-07-01
67,Meio Oficial Eletricista,3,2020-07-01
68,Mensageiro,41,2020-07-01
69,Mensageiro com terno,74,2020-07-01
70,Monitoração,19,2020-07-01
71,Motorista,21,2020-07-01
72,Oficial Eletricista,15,2020-07-01
73,Op. de Camera UPE,4,2020-07-01
74,Operador da Central de Detecção,2,2020-07-01
75,Operador de Impressão Digital e Acabamentos Afins,9,2020-07-01
76,Operador de Micro,1,2020-07-01
77,Operador de Máquina de Caracteres,1,2020-07-01
78,Operador de VT,1,2020-07-01
79,Operador de Video,1,2020-07-01
80,Operador de Áudio,1,2020-07-01
81,Pedagoga,1,2020-07-01
82,Pintor,2,2020-07-01
83,Preparador de Documentos,17,2020-07-01
84,Preposto,2,2020-07-01
85,Processo / Qualidade,1,2020-07-01
86,"Produtor de Jornalismo, Rádio e TV",5,2020-07-01
87,Recepcionista,102,2020-07-01
88,Reporter de Radio e TV,3,2020-07-01
89,Reporter de Radio e TV / Apresentador,2,2020-07-01
90,Revisor de texto,7,2020-07-01
91,Servente,143,2020-07-01
92,Sonoplasta,2,2020-07-01
93,Supervisor,26,2020-07-01
94,Supervisor Geral de Serventes,1,2020-07-01
95,Supervisor Técnico - Engenheiro Civil,1,2020-07-01
96,Supervisor Técnico - Engenheiro Elétrico,1,2020-07-01
97,Supervisor Técnico - Engenheiro Mecânico,2,2020-07-01
98,Supervisor Técnico-Operacional de Radio e TV,2,2020-07-01
99,Supervisor de 1º Nivel,2,2020-07-01
100,Supervisor de 2º Nivel,2,2020-07-01
101,Supervisor de Documentação,1,2020-07-01
102,Supervisor de Jardinagem,1,2020-07-01
103,Supervisor de Marcenaria,2,2020-07-01
104,Supervisor de Vigilância,4,2020-07-01
105,Supervisor/Lider de Equipe,1,2020-07-01
106,Supervisora,1,2020-07-01
107,Suporte Técnico Externo,1,2020-07-01
108,Suporte Técnico Interno,4,2020-07-01
109,TECNICO DE AUDIO,2,2020-07-01
110,TECNICO DE VIDEO,2,2020-07-01
111,Telefonista,8,2020-07-01
112,Triagem de chamados,1,2020-07-01
113,Técnico 1º Nivel,20,2020-07-01
114,Técnico 1º Nível - SAA,12,2020-07-01
115,Técnico Atendimento Suporte Presencial - ASP,22,2020-07-01
116,Técnico Manutenção de Hardware,2,2020-07-01
117,Técnico de Elevador Residente,1,2020-07-01
118,Técnico de Suporte,3,2020-07-01
119,Técnico em Cabeamento e Rede Estruturada,4,2020-07-01
120,Técnico em Detecção e Alarme de Incêndio,4,2020-07-01
121,Técnico em Eletrotécnica,2,2020-07-01
122,Técnico em Eletrônica I,5,2020-07-01
123,Técnico em Estocagem e Movimentação de Bens,28,2020-07-01
124,Técnico em Manutenção de Edificações,1,2020-07-01
125,Técnico em Máquinas,1,2020-07-01
126,Técnico em Refrigeração,1,2020-07-01
127,Técnico em Secretariado,171,2020-07-01
128,Técnico em Sistemas de Comunicação Open Scape VOIP,1,2020-07-01
129,Técnico em Telefonia,6,2020-07-01
130,Vigilante,142,2020-07-01
131,Virtualização,1,2020-07-01
132,Windows,2,2020-07-01
133,pedreiro,3,2020-07-01
134,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2020-07-01
0,Agente de Segurança Pessoal Privada,138,2020-08-01
1,Agente de Segurança Pessoal Privada Supervisor de Serviços,8,2020-08-01
2,Almoxarife,1,2020-08-01
3,Almoxarife Técnico,2,2020-08-01
4,Analista Jr.,3,2020-08-01
5,Analista Programador Java de nível Pleno,30,2020-08-01
6,Analista Suporte Técnico Informática,13,2020-08-01
7,Analista de Rede,1,2020-08-01
8,Armazenamento,1,2020-08-01
9,Ascensorista,33,2020-08-01
10,Assistente de Fotografia,2,2020-08-01
11,Assistente de Supervisão,1,2020-08-01
12,Auditoria Médica Externa,3,2020-08-01
13,Auditoria Médica Interna- Auditagem de Despesas Médicas,1,2020-08-01
14,Auditoria Médica Interna- Perícia Médica,1,2020-08-01
15,Auxiliar Administrativo,5,2020-08-01
16,Auxiliar Técnico,2,2020-08-01
17,Auxiliar de Biblioteca,11,2020-08-01
18,Auxiliar de Educação Infantil,22,2020-08-01
19,Auxiliar de Higienização e Acondicionamento de Acervos,8,2020-08-01
20,Auxiliar de Manutenção Predial,12,2020-08-01
21,Auxiliar de Marcenaria,3,2020-08-01
22,Auxiliar de Mecânico de Refrigeração,4,2020-08-01
23,Auxiliar de Operador de Camera UPE,6,2020-08-01
24,Auxiliar de Serviços Gerais,15,2020-08-01
25,Auxiliar em Telefonia,2,2020-08-01
26,Backup,1,2020-08-01
27,Banco de Dados,2,2020-08-01
28,Bombeiro Civil Líder,1,2020-08-01
29,Bombeiro Civil Noturno 12X36,8,2020-08-01
30,Bombeiro Hidráulico,8,2020-08-01
31,Bomberiro Civil Diurno 12X36,20,2020-08-01
32,Chefe de Reportagem de Rádio e TV,1,2020-08-01
33,Copeira,64,2020-08-01
34,Copeiro,2,2020-08-01
35,Cozinheira,4,2020-08-01
36,Desenhista / Videografista,2,2020-08-01
37,Desenhista em CAD,1,2020-08-01
38,Designer Gráfico Júnior,3,2020-08-01
39,Designer Gráfico Pleno,4,2020-08-01
40,Designer Gráfico Sênior,2,2020-08-01
41,Digitalizador,125,2020-08-01
42,Diretor de Imagem de TV - DTV,1,2020-08-01
43,Documentadora,1,2020-08-01
44,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",5,2020-08-01
45,Editor de Texto TV,4,2020-08-01
46,Editor de Texto de Radio,2,2020-08-01
47,Eletricista,2,2020-08-01
48,Encarregado de Elétrica,2,2020-08-01
49,Encarregado de Hidráulica,1,2020-08-01
50,Encarregado de Mecânica de Refrigeração,1,2020-08-01
51,Enfermeira/Supervisora,1,2020-08-01
52,Engenheiro Eletricista,1,2020-08-01
53,Faturista,8,2020-08-01
54,Garçom,37,2020-08-01
55,Garçonete,4,2020-08-01
56,Gerente do projeto,1,2020-08-01
57,Gesseiro,2,2020-08-01
58,Iluminador,1,2020-08-01
59,Jardineiro,10,2020-08-01
60,Jauzeiro,3,2020-08-01
61,Lavador,6,2020-08-01
62,Linux / Unix,1,2020-08-01
